,PITCHER_KEY,PITCH_TYPE,TIMES_THROWN,SWINING_STRIKES,SWING_AND_MISS_RATE,USAGE_RATE,HIT_RATE,BASES_PER_HIT
0,B,FB,1063,125,11.759172154280337,54.17940876656473,5.362182502351835,1.4912280701754386
1,B,CB,480,81,16.875,24.464831804281346,4.791666666666667,1.608695652173913
2,B,CH,214,38,17.75700934579439,10.9072375127421,5.14018691588785,1.2727272727272727
3,B,FF,46,7,15.217391304347828,2.344546381243629,0.0,0
4,B,UN,4,0,0.0,0.20387359836901123,25.0,1.0
5,B,SL,147,26,17.687074829931973,7.492354740061162,5.442176870748299,1.5
6,B,SI,8,1,12.5,0.40774719673802245,0.0,0
